postUrl,imgUrl,postContent,type,likeCount,commentCount,repostCount,postDate,action,author,authorUrl,profileUrl,timestamp,viewCount,postTimestamp,videoUrl,sharedPostUrl,approximateDate
https://www.linkedin.com/feed/update/urn:li:activity:7356686916315963392,https://media.licdn.com/dms/image/v2/D5622AQHye6y33HAYAA/feedshare-shrink_2048_1536/B56ZhgzwkoG4As-/0/1753970839337?e=1762992000&v=beta&t=78taQ5_zVhIOZTbkTobtKc7zbbVpl59gF_TnIhKG7tg,"How many tables do you use?

This is my litmus test for tech solutions and engineering reviews. This applies to most businesses, if not all.

Any non-tech person can easily do this check of their database. It has a nice Excel-like UI through phpMyAdmin, Workbench, pgAdmin, or SQL Developer. You can have it on your laptop or ask your team for read-only access.

Most use cases will involve single-digit tables...
If you discover that you need hundreds of tables to scale, that's a red flag.

The impact of reducing tables is huge for scale and agility:
Cloud costs will go down
Development costs will go down
Scaling will be easier
Team movement and maintenance will be 10x easier

A simple hack of requiring CEO or founder approval for each new table will do wonders for your tech output.

WordPress has 12 core tables covering admin, webpages, SEO...

#Scale #InfraCost #TableSprint #VibeCoding #EngineeringReview #Database",Image,11,1,1,2mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-31T00:00:00.000Z,,,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7356547604513525762,https://media.licdn.com/dms/image/v2/D5605AQFI_rJVZX6zVQ/feedshare-thumbnail_720_1280/B56Zhet.opG4A0-/0/1753935769016?e=1761717600&v=beta&t=MkRHeYeWb6h_vnhzK_cht6OHUVfH9UzQJZDeA3oi0kg,"Today's topic: Converting pdf to web page

Pdfs are the common files in which data is quickly stored and shared. Often, the pdf documents are loaded with information, not editable and ways of interaction are limited.

I took school holiday calendar pdf and created a web page representing the same using TableSprint AI assistant. May be a better way to share information and also better user experience. Sharing the video below.

PS: Anyone can create account in TableSprint and start experimenting with vibe coding. 

#vibecoding #pdfconverter #TableSprint #MicroApp #GenAI #Agent #Automation",Video (LinkedIn Source),10,0,1,2mo,Abhijeet Kumar reposted this,Nagasanthosh Josyula,https://www.linkedin.com/in/santosh-josyula,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-31T00:00:00.000Z,,,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7356388092909404160,https://media.licdn.com/dms/image/v2/D5605AQG1vScYu8I-xQ/videocover-low/B56Zhcj7jsH0CE-/0/1753899589076?e=1761717600&v=beta&t=Zzv-yvBoo254rtyDJAsTTqr1lcYX8sCuJ0557cBlSxA,"Your app worked perfectly for 2-4 users. Now you need to roll it out to 5,000. What could go wrong?

Building for a small team and for enterprise are two different things.
The moment you scale beyond your core team, user and data permissions become your biggest bottleneck. I've seen promising solutions crash and burn during enterprise rollouts—not because of performance issues, but because of permission complexity.

Here's the reality: Even the best RBAC systems and software don't perform well here and can't fulfill all types of users and permissions. Most of the time, we keep struggling to assign roles to users, and the same user needs three roles but only partial permissions from each role.

At TableSprint, we have built the first of its kind and the most granular permission system, which starts from table fields and goes up to the micro-app level!

Field-level precision: You can attach one user to one field of one worksheet with edit/view/delete permissions.

Role-based orchestration: You can put all users, emails, roles, and departments in one sheet and use it to orchestrate all permissions across all available datasets.

Multi-tenant flexibility: For micro-apps and view-level access, you can choose domain-wise permissions (your domain, partners, or vendors) with a few emails included, excluded, or both.

Universal configurability: However one wants, they can configure permissions for datasets and UIs.

The whole permission architecture is built with first principles and a second-to-none configuration style.

The result? Rolling out apps to thousands of users is just like sharing a link on WhatsApp.

#EnterpriseApps #Permissions #RBAC #VibeCoding #TableSprint #DataSecurity #Enterprise #ScaleUp",Video (LinkedIn Source),16,0,2,2mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-30T00:00:00.000Z,,,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7356214377747791872,https://media.licdn.com/dms/image/v2/D4D05AQFvVHL2r_Efaw/videocover-low/B4DZhaDyh1GkCE-/0/1753857616402?e=1761717600&v=beta&t=cCo9UuIayw9LC5Zc-0JpwrW1L8m--DgzWOOxKcJWhaQ,"Today's topic: Chatting Dashboards

Creating dashboards has been one of the most common but most dragging projects that I have been involved in. Many times, it becomes difficult to arrive at a consensus on what metrics to show, prioritize them in given space. In most cases, what users want to see and analyze does not fit in the small space. 

At TableSprint, anyone can vibe code dashboards and then chat with them to view and analyze the data. Sharing the video demo of one such micro app for a BFSI application. By the way, we can easily clone this application and share it with anyone who wants to build such dashboards and chat feature.

#vibecoding #TableSprint #MicroApp #Dashboards #AI #Agent #Automation #Analytics #Visualization",Video (LinkedIn Source),16,0,3,2mo,Abhijeet Kumar reposted this,Nagasanthosh Josyula,https://www.linkedin.com/in/santosh-josyula,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-30T00:00:00.000Z,,,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7356019579120242688,https://media.licdn.com/dms/image/v2/D5605AQGLdYABlGl1uw/videocover-low/B56ZhXUz5hHkCI-/0/1753811733641?e=1761717600&v=beta&t=dK57mciEtEO3h1BQMLyuLdjwEpcqZ0saJpdagFofNcc,#VibeCoding #TableSprint #ComingUp,Video (LinkedIn Source),9,0,0,2mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-29T00:00:00.000Z,,,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7355848235015393280,https://media.licdn.com/dms/image/v2/D5605AQH5nNaJhwa5PA/feedshare-thumbnail_720_1280/B56ZhU3QfmHUBA-/0/1753770429607?e=1761717600&v=beta&t=DIoGM6i99A6W6MMfXEY-gWzmNi--y9Ipc3Gd7OjP2ZM,#vibecoding #TableSprint #MicroApp,Video (LinkedIn Source),4,0,1,2mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-29T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7355846437756162048/,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7355604151541592067,https://media.licdn.com/dms/image/v2/D4E05AQFSnxLJrXI91g/videocover-low/B4EZhRa1uhGwDg-/0/1753712668546?e=1761717600&v=beta&t=ktGi62x2j1AMwfM5Q-ttm9Q_LuESGBwAq7T6G1IQh14,"Spent the weekend building a LinkedIn prospecting agent that actually works. Watch Video

Using TableSprint's VibeCoding feature, I created an automated system that handles the entire lead qualification process without any coding knowledge required.

Phantombuster - one of the most used tool linkedin prospecting- they have free plan
openai - you can use any other llm as well

Here's what it does:

1. Scrapes LinkedIn profiles through PhantomBuster integration
2. Extracts profile data: name, company, followers, skills, job title, connections, location
Pulls email addresses automatically
3. Uses OpenAI to score each lead based on profile fit
4. Composes personalized outreach emails
5. Only sends emails to leads above your defined threshold score
6. It mimics human and agents from phantombuster takes care of limits and do drip campaign

The entire workflow runs through a single MicroApp. You just need to plug in your PhantomBuster API, OpenAI key, and set your targeting criteria. Then it runs completely hands-free.

What's interesting is how this replaces expensive prospecting tools that charge thousand dollars. 
The same functionality, built in a weekend, using WorkAgent by TableSprint.

The scoring system analyzes company size, role relevance, and engagement patterns to determine lead quality before crafting personalized messages.

If you're curious about the setup, feel free to DM me. Happy to share the agent clone.

PhantomBuster
OpenAI

#VibeCoding #TableSprint #WorkAgent #MicroApp #LinkedInProspecting #SalesAutomation",Video (LinkedIn Source),23,4,1,2mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-28T00:00:00.000Z,,,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7355500614476320768,https://media.licdn.com/dms/image/v2/D5605AQGqLL9PKnL2RA/feedshare-thumbnail_720_1280/B56ZhPhM.QG0A0-/0/1753680762131?e=1761717600&v=beta&t=cDsWQosFh13OAqYBiIJXaD13RL3QjMRYcMzMoF6muFc,#vibecoding #TableSprint,Video (LinkedIn Source),2,0,0,2mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-28T00:00:00.000Z,blob:https://www.linkedin.com/07b7083b-be1b-4546-b38a-4a1b4ad04ccb,https://www.linkedin.com/feed/update/urn:li:activity:7355470482265067521/,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7354483905720176640,https://media.licdn.com/dms/image/v2/D5605AQGhxL3Heh_EEQ/videocover-low/B56ZhBfTqeH0DE-/0/1753445590318?e=1761717600&v=beta&t=w52TZoVPPLksjl9CjQReba--yZ96UxPiQOPpOduPp3s,"After months of coding sessions and way too much coffee, here's what our team has actually pulled off - an AI platform where you just chat to build apps with all hosted Infra!

Four pillars of our platform -small video 

1. MicroApps through Chat - We've designed something pretty cool - just tell our AI what you want and it builds your app! No more dragging boxes around or learning complex tools. Want a kanban board for your sales team? Just ask. Need a calendar view for projects? Say the word. It honestly feels like magic sometimes.

2. Worksheets for Data & Views - We've built this smart data layer that's like Excel on steroids. Parent-child relationships, unlimited views, crazy formulas - all the nerdy stuff that makes data actually useful. Our users can structure data once and slice it a million different ways.

3. WorkAgents for Flows & LLMs - This one took a lot of effort and brainpower! We've created AgentSprint - think workflows that actually understand context. LLM calls, embeddings, RAG, web scraping - it's like having a really smart intern that never sleeps and can talk to any API.

4. Chatbots for Discovery - My personal favorite - users can build chatbots that know their business inside out. ""Find me all red widgets under $50"" or ""Show me last quarter's reports"" - it just works with their actual data through embeddings.

Building tools that actually make complex things simple is harder than it looks. Still tweaking this every day - will come up with new updates and features of TableSprint.

#vibecoding #TableSprint #Startups",Video (LinkedIn Source),46,5,5,2mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-25T00:00:00.000Z,blob:https://www.linkedin.com/2cfd1635-a19e-49ec-8f5b-e380b0af6520,,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7353824760679579648,https://media.licdn.com/dms/image/v2/D5622AQHbQSC3I2llHA/feedshare-shrink_2048_1536/B56Zg4IpDgG4Ao-/0/1753288448699?e=1762992000&v=beta&t=qJyJrHR038dTHnkofxxPOHX8kjiHkbYdGjph6DpZwi4,"Interesting observation about AI builder platforms...

I've been subscribed to newsletters from several AI App builder platforms. Something caught my attention recently.
One of these platforms—which promises rapid app development—sends submission requests for user-created apps through Google Forms. They've recently upgraded to Typeform. 

It got me thinking about forms as a fundamental building block. For most applications beyond simple landing pages, you need robust form functionality: user registration, data collection, feedback systems, contact forms.

There's something telling about the tools a company chooses for their own operations.
When evaluating any development platform, one needs to pay attention not just to marketing demos, but to what they actually use to run their own business.

P.S. - If any of these platforms are reading this, might I suggest trying TableSprint forms? You can build one through chat and it won't cost a fortune... just saying! :)

Sometimes the most honest product review is hidden in plain sight.


#vibecoding #TableSprint #Feedback",Image,14,0,0,2mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-08-23T11:09:00.000Z,,2025-07-23T00:00:00.000Z,,,2025-08-23
https://www.linkedin.com/feed/update/urn:li:activity:7352380372438933505,https://media.licdn.com/dms/image/v2/D5605AQEkdeFio6SGIw/videocover-low/B56Zgjm999HcCE-/0/1752944079916?e=1761717600&v=beta&t=CCFiHTOeladXehRgt0aAblKX6VZhn9sliEy8YyZbA0E,"TableSprint Work Agents are coming for every use case ....

#vibecoding #TableSprint #WorkAgents",Video (LinkedIn Source),21,0,1,3mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-07-24T11:09:00.000Z,,2025-07-19T00:00:00.000Z,blob:https://www.linkedin.com/d951d46e-5b87-4c29-aad6-ed37fa549ef2,,2025-07-24
https://www.linkedin.com/feed/update/urn:li:activity:7352004791125860352,https://media.licdn.com/dms/image/v2/D5605AQGUj4rwwmV5BQ/videocover-low/B56ZgeRXT4H0CI-/0/1752854534203?e=1761717600&v=beta&t=Ia7091M4ATHGigS2CeqKKtLFqbt7CoCNySnsehQAXOg,"The Fastest Enterprise App Builder ...


#TableSprint #VibeCoding

video by Gemini",Video (LinkedIn Source),17,3,0,3mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-07-24T11:09:00.000Z,,2025-07-18T00:00:00.000Z,blob:https://www.linkedin.com/5dc59556-f7b5-4aa8-9c01-63d1594d796d,,2025-07-24
https://www.linkedin.com/feed/update/urn:li:activity:7351639927169703940,,"The brutal truth about why 90% of engineering teams hate their jobs.

It's not the code. It's the friction.

Here's what the data actually shows:
Developers spend less than 32% of their time writing new code. The rest? Fighting infrastructure, waiting for approvals, and debugging environments.

This is the silent killer of every company:

❌ 23% of developer time wasted on legacy system maintenance
❌ 64% of developers spend 90+ minutes daily just searching for solutions
❌ 10-20% of new product budgets diverted to fixing broken infrastructure
❌ 5-15 hours per developer per week lost to unproductive work

Meanwhile, your competitors are shipping features while you're still in sprint planning.

The game has changed.
Companies that figure out how to eliminate this friction will dominate the next decade.
Imagine if building enterprise applications was as easy as having a conversation.

No more:

Wrestling with 15 different deployment tools
Waiting 3 days for DevOps approval
Losing momentum in endless technical meetings
Brilliant ideas dying in development hell

The future belongs to teams that can think at the speed of conversation and build at the speed of thought.

Your best developers shouldn't be infrastructure experts. They should be problem solvers.


#vibecoding #TableSprint #TechDebt",Text,12,0,0,3mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-07-24T11:09:00.000Z,,2025-07-17T00:00:00.000Z,,,2025-07-24
https://www.linkedin.com/feed/update/urn:li:activity:7351263669634162689,,"Last month: 'Where's your receipt for that  lunch bill?' This month: AI found it, categorized it, and approved it before you realized..

Here's what actually happened: We finally automated our expense management process with AI.

No more chasing for receipts. No more month-end expense report nightmares.

Our team vibe coded the employee expense management system which handles it all:

🤖 AI Agent: Automatically reads receipts, extracts data, and categorizes expenses with utmost accuracy

💬 policy Agent: Employees can instantly ask ""What's our meal policy?"" or ""Show me Q3 travel expenses by department"" and get filtered data in seconds

📊 Real-time Intelligence: Instantly flags policy violations and spending patterns

⚡ Smart Workflows: Automated approval routing based on amount thresholds and policy rules

Try using our free forever plan and reach out to our team for any blocker..

Link below for templates..
https://lnkd.in/gEDfWes9

More Templates and agents on the way..


#ExpenseManagement #ChatBot #TableSprint #VibeCoding #FreePlan",Text,22,0,0,3mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-07-24T11:09:00.000Z,,2025-07-16T00:00:00.000Z,,,2025-07-24
https://www.linkedin.com/feed/update/urn:li:activity:7350730400677154816,,"Vibe coding all the way to production is a tough ask.The UI gives instant gratification — you see something working, it feels good, and that dopamine hit keeps you going. From a marketing point of view, that’s smart — it hooks the user.

But the real work begins where most platforms stop — infra, security, scale, reliability. That’s the hard, unglamorous part. And honestly, most vibe coding tools avoid it — because it takes years of work, real-world pain, and deep experience to get it right.

At TableSprint, we’ve done that groundwork.We didn’t just build a flashy front-end tool. We built the infra, added enterprise-grade security, and designed it to handle real-world use cases — not just prototypes.

If you’re building for production, and want something that goes beyond landing pages and UI mockups, TableSprint’s vibe coding approach can take you there.

I haven’t come across many platforms that bring together infra, security, AI, and flexibility the way we’ve tried to do.

I strongly suggest stop wasting time on landing page builders disguised as development work. It's better to spend that time on tools like TableSprint, where you'll actually build something real — something people can truly use.


#VibeCoding #BuildersGonnaBuild #Startups #AIInfra #InfraMatters #SecurityByDesign #BuildInPublic #TableSprint #FromIdeaToProduct #IndieHackers #ProductDevelopment #DevInfra #Founders",Text,14,0,0,3mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-07-24T11:09:00.000Z,,2025-07-15T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7350622622356783104/,2025-07-24
https://www.linkedin.com/feed/update/urn:li:activity:7349498663921995777,,"We've been using Postgres as both our primary database and vector store, and it's worked incredibly well for our needs and our users.  At TableSprint, the internal tools we’ve built are deeply integrated into our AI workflows and play a major role in delivering fast, flexible solutions.

Over the past few months, I took a deep dive into Claude’s MCP. While it’s a solid innovation, I haven’t yet found a practical or high-impact use case for our users. We even tried to force-fit it into some scenarios—but honestly, the combination of LLMs and engineering has been more than enough. If you’re not using MCP, that seems perfectly fine and you are not missing anything. Most use cases don’t really need it.

While our focus is on enterprise-grade capabilities, we’re also seeing how well our products work for individuals and small teams. We’ll keep an eye on how we bring MCP in our stack..

#AI #LLM #Postgres #VectorDB #Claude #TableSprint #StartupLife #EnterpriseAI #vibecoding",Text,19,0,0,3mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-07-24T11:09:00.000Z,,2025-07-11T00:00:00.000Z,,,2025-07-24
https://www.linkedin.com/feed/update/urn:li:activity:7348009648441933824,,#VibeCoding #TableSprint #AgentSprint,Article,17,1,1,3mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-07-24T11:09:00.000Z,,2025-07-07T00:00:00.000Z,,https://startuptalky.com/how-businesses-are-building-full-apps-with-chat-based-platforms/,2025-07-24
https://www.linkedin.com/feed/update/urn:li:activity:7343984702279557120,https://media.licdn.com/dms/image/v2/D5605AQGi_HFdM2V6-w/videocover-high/B56ZesS_wdHQCQ-/0/1750942390454?e=1761717600&v=beta&t=_q__WVt47CRWKOOe2raEmKKg8LrreOCi_gsptXo9hYY,"AI is taking App Building to next level...listen to our baby podcaster...:)..

#vibecoding #TableSprint #AppBuilding #EnterpriseApps",Video (LinkedIn Source),16,0,0,3mo,Post,Abhijeet Kumar,https://www.linkedin.com/in/abhijeet-kumar-5088a31,https://www.linkedin.com/in/abhijeet-kumar-5088a31/,2025-07-24T11:09:00.000Z,,2025-06-26T00:00:00.000Z,blob:https://www.linkedin.com/5c2db952-bf82-46d7-a424-3e2d42b7314a,,2025-07-24
